book_id,title,language,place_of_publication,published_year,edition,price,class_number,source,notes,author_id,publisher_id
B01385,မြန်မာနိုင်ငံစီးပွားရေးဖွံ့ဖြိုးတိုးတက်ရေး တွေးမြင်ချက်နှင့် မဟာဗျူဟာ,Burmese,ဘန်ကောက်,၂၀၀၇,၁ ကြိမ်,,၃၃၈.၉၅၉၁,လက်ဆောင်,,A0310,P0183
B01386,ပြိုကွဲလွယ်သော ချည့်နဲ့အခြေအနေမှ ငြိမ်းချမ်းရေးနှင့် ဖွံ့ဖြိုးရေးသို့ ကွန်ဖရင့်အစီရင်ခံစာ,Burmese,ရန်ကုန်,၂၀၂၁,၁ ကြိမ်,၄၀၀၀,,လက်ဆောင်,,A0380,P0401
B01387,အစိုးရသစ်၏ မြန်မာ့နွေဦးနိဒါန်း နိုင်ငံတော်သမ္မတ၏ ဆောင်ရွက်မှုများ (တတိယနှစ်),Burmese,နေပြည်တော်,၂၀၁၃,၁ ကြိမ်,,၈၉၅.၈၅,ဝယ်ယူ,ရည်ညွှန်း,A0594,P0059
B01388,ပဋိပက္ခခံစားခဲ့ရသောဒေသများအတွင်း လုံခြုံရေးကဏ္ဍပေါင်းစည်းရေး မြန်မာနိုင်ငံအတွက်ဆင်ခြင်သုံးသပ်ခြင်း,Burmese,ရန်ကုန်,၂၀၁၈,၁ ကြိမ်,,၃၂၀.၉၅၉၁,လက်ဆောင်,,A0595,P0264
B01389,၂၀၀၈ ဖွဲ့စည်းပုံအခြေခံဥပဒေဇယား (၂),Burmese,ရန်ကုန်,၂၀၁၈,၁ ကြိမ်,,၃၄၂.၅၉၁,လက်ဆောင်,,A0596,P0391
B01390,ဒုတိယအကြိမ် ပဲခူးတိုင်းဒေသကြီးလွှတ်တော် သုံးနှစ်တာကာလ‌ရွေးကောက်ခံကိုယ်စားလှယ်များ၏ ဆောင်ရွက်ချက်များ (၈၊ ၂၊ ၂၀၁၆ - ၈၊ ၂၊ ၂၀၁၉),Burmese,ရန်ကုန်,၂၀၁၉,၁ ကြိမ်,,၃၂၈.၅၉၁,လက်ဆောင်,ရည်ညွှန်း,A0590,P0402
B01391,ပြည်သူ့ အခြေပြု တာဝန်ခံယူမှုဆိုင်ရာ တွေ့ဆုံဆွေးနွေးပွဲ,Burmese,ရန်ကုန်,၂၀၁၇,၁ ကြိမ်,,၃၆၀,လက်ဆောင်,,A0597,P0403
B01392,မြန်မာနိုင်ငံရှိ ဖက်ဒရယ်ဘဏ္ဍာရေးစနစ် သင်တန်းလက်စွဲ,Burmese,ရန်ကုန်,၂၀--,၁ ကြိမ်,,၃၂၁.၀၂,ဝယ်ယူ,,A0453,P0362
B01393,ပြည်သူ့ဘဏ္ဍာ စီမံခန့်ခွဲမှုဆိုင်ရာ အဓိပ္ပာယ်နှင့် အသုံးအနှုန်းများ,Burmese,ရန်ကုန်,၂၀--,၁ ကြိမ်,,၃၅၂.၄,ဝယ်ယူ,,A0453,P0362
B01394,အပစ်အခတ်ရပ်စဲရေး၊ အုပ်ချုပ်ရေးနှင့် ဖွံ့ဖြိုးတိုးတက်မှု အပြောင်းအလဲကာလများကြားရှိ ကရင်အမျိုးသားအစည်းအရုံး,Burmese,ရန်ကုန်,၂၀၁၆,၁ ကြိမ်,,၃၂၀.၉၅၉၁,ဝယ်ယူ,,A0598,P0362
B01395,မြန်မာနိုင်ငံအတွင်းရှိ တိုင်းရင်းသားလက်နက်ကိုင်ပဋိပက္ခ နှင့် နယ်မြေပိုင်နက်ဆိုင်ရာ အုပ်ချုပ်ရေး,Burmese,ရန်ကုန်,၂၀၁၅,၁ ကြိမ်,,၃၂၀.၉၅၉၁,ဝယ်ယူ,,A0598,P0362
B01396,ဖက်ဒရယ်စနစ် အသွင်များ Volume 3,Burmese,ရန်ကုန်,၂၀၁၉,၁ ကြိမ်,,၃၂၁.၀၂,လက်ဆောင်,,A0300,P0173
B01397,ပြည်ထောင်စုငြိမ်းချမ်းရေးညီလာခံ(၂၁ရာစု ပင်လုံ) သို့ တင်သွင်းသည့် (အကြံပြုစာတမ်း),Burmese,ရန်ကုန်,၂၀၁၆,၁ ကြိမ်,,,လက်ဆောင်,,A0599,P0404
B01398,အမျိုးသားလွှတ်တော် ဥပဒေ၊ နည်းဥပဒေများမှ အသုံးများသော ပြဌာန်းချက်များအတွက် အတိုမှတ်ကဗျာများ,Burmese,ရန်ကုန်,၂၀၁-,၁ ကြိမ်,,,လက်ဆောင်,,A0600,P0405
B01399,ဖွဲ့စည်းပုံအခြေခံဥပဒေ စာတမ်းတို,Burmese,ရန်ကုန်,၂၀၁၇,၁ ကြိမ်,,,လက်ဆောင်,,A0601,P0406
B01400,IBEC ကို သိပါသလား,Burmese,ရန်ကုန်,၂၀--,၁ ကြိမ်,,၂၉၄.၃၀၇၁၀၅၉၁,လက်ဆောင်,,A0602,P0407
B01401,မြန်မာ့ဒီမိုကရေစီအသွင်ကူးပြောင်းရေးနှင့် ငြိမ်းချမ်းရေးဖြစ်စဥ်အပေါ် သုံးသပ်တင်ပြချက်,Burmese,ရန်ကုန်,၂၀၂၀,၁ ကြိမ်,,၃၂၀.၉၅၉၁,လက်ဆောင်,,A0603,P0408
B01402,ပြည်ထောင်စုသမ္မတမြန်မာနိုင်ငံတော် ဖွဲ့စည်းပုံအခြေခံဥပဒေ ( ၂၀၀၈ ခုနှစ်) တွင် ပါရှိသည့် ဖက်ဒရယ်စနစ်၏ ဝိသေသလက္ခဏာများ,Burmese,ရန်ကုန်,၂၀၁၆,၁ ကြိမ်,,၃၂၁.၀၂,လက်ဆောင်,ရည်ညွှန်း,A0554,P0243
B01403,ဟေတီရှိ သင်္ချိုင်းမှထလာသော ဖုတ်ကောင်များနှင့် လူ့အဖွဲ့အစည်း၏ ပြစ်ဒဏ် ပထမဆုံးကွင်းဆင်းအတွေ့အကြုံ,Burmese,ရန်ကုန်,၂၀၁၆,၁ ကြိမ်,,၈၉၅.၈၄,လက်ဆောင်,,A0604,P0409
B01404,အမျိုးသားမြေအသုံးချမှုမူဝါဒ၊ လယ်ယာမြေဥပဒေ၊ မြေလွတ်မြေလပ်နှင့် မြေရိုင်းများစီမံခန့်ခွဲမှု ဥပဒေများအပေါ် လေ့လာဆန်းစစ်ခြင်း,Burmese,ရန်ကုန်,၂၀၁၆,၁ ကြိမ်,,,လက်ဆောင်,,A0605,P0399
B01405,မြန်မာနိုင်ငံ မူးယစ်ဆေးဝါးမူဝါဒအပေါ် ပြည်သူလူထုသဘောထားအမြင်များအား လေ့လာဆန်းစစ်ခြင်း သုတေသန အစီရင်ခံစာ (မွန်ပြည်နယ်၊ ကရင်ပြည်နယ်),Burmese,ရန်ကုန်,၂၀၁၇,၁ ကြိမ်,,၃၄၄.၀၄၄၆,လက်ဆောင်,,A0606,P0410
B01406,စစ်အင်္ဂါစဥ်,Burmese,ရန်ကုန်,၂၀၀၉,၁ ကြိမ်,,၃၅၅,ဝယ်ယူ,ရည်ညွှန်း,A0490,P0324
B01407,ဖက်ဒရယ်စနစ် အသွင်များ Volume 2,Burmese,ရန်ကုန်,၂၀၁၉,၁ ကြိမ်,,၃၂၁.၀၂,လက်ဆောင်,,A0300,P0173
B01408,နိုင်ငံတော်အစိုးရ၏ ပြည်သူ့အတွက် ပထမတစ်နှစ်တာ,Burmese,ရန်ကုန်,၂၀၁၇,၁ ကြိမ်,,,ဝယ်ယူ,ရည်ညွှန်း,A0292,P0059
B01409,နိုင်ငံတော်အစိုးရ၏ ပြည်သူ့အတွက် ဒုတိယတစ်နှစ်တာ,Burmese,ရန်ကုန်,၂၀၁၈,၁ ကြိမ်,,,ဝယ်ယူ,ရည်ညွှန်း,A0292,P0059
B01410,နိုင်ငံတော်အစိုးရ၏ ပြည်သူ့အတွက် တတိယတစ်နှစ်တာ,Burmese,ရန်ကုန်,၂၀၁၉,၁ ကြိမ်,,,ဝယ်ယူ,ရည်ညွှန်း,A0292,P0059
B01411,နိုင်ငံတော်အစိုးရ၏ ပြည်သူ့အတွက် စတုတ္ထတစ်နှစ်တာ,Burmese,ရန်ကုန်,၂၀၂၀,၁ ကြိမ်,,,ဝယ်ယူ,ရည်ညွှန်း,A0292,P0059
B01412,ရန်ကုန်မြို့ရှိ စိမ်းလန်းဧရိယာများ ပြည်သူအားလုံးအတွက် ပိုမိုစိမ်းလန်းသောမြို့အား ဖော်ဆောင်ခြင်း,Burmese,ရန်ကုန်,၂၀၁၉,၁ ကြိမ်,,၃၅၂.၅၉၁,လက်ဆောင်,,A0607,P0411
B01413,အမျိုးသားလွှတ်တော်အခန်းကဏ္ဍနှင့် ဖက်ဒရယ်အိပ်မက် ၊ လက်ရှိအမျိုးသားလွှတ်တော် ကိုယ်စားပြုမှု၊ စွမ်းဆောင်နိုင်မှုအပေါ်လေ့လာဆန်းစစ်ခြင်း,Burmese,ရန်ကုန်,၂၀၂၀,၁ကြိမ်,,၃၂၈.၅၉၁,ဝယ်ယူ,,A0452,P0294
B01414,စီးပွားရေးကဏ္ဍနှင့် လုံခြုံ‌ရေးကဏ္ဍပြုပြင်ပြောင်းလဲမှုတွင် ကျားမ- တန်းတူရေးပြုပြင်ပြောင်းလဲမှု မူဝါဒအကြံပြုချက်စာတမ်း,Burmese,ရန်ကုန်,၂၀၁၈,၁ ကြိမ်,,၃၀၅.၄၂၅၉၁,လက်ဆောင်,,A0608,P0412
B01415,စီးပွားရေးကဏ္ဍနှင့် လုံခြုံ‌ရေးကဏ္ဍပြုပြင်ပြောင်းလဲမှုတွင် ကျားမ- တန်းတူရေးပြုပြင်ပြောင်းလဲမှု မူဝါဒအကြံပြုချက်စာတမ်း,Burmese,ရန်ကုန်,၂၀၁၈,၁ ကြိမ်,,၃၀၅.၄၂၅၉၁,လက်ဆောင်,,A0608,P0412
B01416,စီးပွားရေးကဏ္ဍနှင့် လုံခြုံ‌ရေးကဏ္ဍပြုပြင်ပြောင်းလဲမှုတွင် ကျားမ- တန်းတူရေးပြုပြင်ပြောင်းလဲမှု မူဝါဒအကြံပြုချက်စာတမ်း,Burmese,ရန်ကုန်,၂၀၁၈,၁ ကြိမ်,,၃၀၅.၄၂၅၉၁,လက်ဆောင်,,A0608,P0412
B01417,ကချင်ပြည်နယ်အတွင်း KIA- KIO အဖွဲ့တို့၏ ‌ဒေသခံများအပေါ် အနိုင်ကျင့်မှုမှတ်တမ်း,Burmese,ရန်ကုန်,၂၀၁၇,၁ ကြိမ်,,,လက်ဆောင်,,A0609,P0413
B01418,မြန်မာပြည်မြောက်ပိုင်း(ကချင်ပြည်နယ်) ဒေသခံသျှမ်းမျိုးနွယ်စုများ၏ ဆန္ဒသဘောထား,Burmese,မြစ်ကြီးနား,၂၀၁၆,၁ ကြိမ်,,,လက်ဆောင်,,A0610,P0414
B01419,၁၉၄၇ခုနှစ် ၊ ပင်လုံ တိုင်းလိုင် (ရှမ်းနီ) လူမျိုးအကြောင်း သိကောင်းစရာ,Burmese,ရန်ကုန်,၂၀--,၁ ကြိမ်,,,လက်ဆောင်,,A0611,P0415
B01420,ကရင်နီပြည်အတွင်း နိုင်ငံရေးဆိုင်ရာ ပြင်ဆင်ချက် လုပ်ငန်းစီမံကိန်း,Burmese,ရန်ကုန်,၂၀--,၁ ကြိမ်,,၃၂၄.၅၉၁,လက်ဆောင်,,,
B01421,မြန်မာနိုင်ငံတွင် ပြည်သူ့ရေးရာကဏ္ဍ ပြုပြင်ပြောင်းလဲရေး အယူအဆအား နားလည်သဘောပေါက်ကြပုံ,Burmese,ရန်ကုန်,၂၀၁၅,၁ ကြိမ်,,,လက်ဆောင်,,A0612,P0362
B01422,ဘားမား (မြန်မာ),Burmese,ကာလကတ္တား,၁၈၈၅,၁ ကြိမ်,,၇၇၉,လက်ဆောင်,,A0613,P0416
B01423,လုံခြုံရေးကဏ္ဍဆိုင်ရာ ဆွေးနွေးချက်များအား ကနဦးသုံးသပ်ချက်,Burmese,ရန်ကုန်,၂၀၁၉,၁ ကြိမ်,,၃၂၀.၉၅၉၁,လက်ဆောင်,,A0614,P0417
B01424,ဖက်ဒရယ်စနစ် အသွင်များ Volume 1,Burmese,ရန်ကုန်,၂၀၁၇,၁ ကြိမ်,,၃၂၁.၀၂,လက်ဆောင်,,A0300,P0173
B01425,မြန်မာသမိုင်းတွင် ပထမဦးဆုံးအကြိမ် နိုင်ငံတကာခုံရုံးသို့ တင်သွင်းရင်ဆိုင်ဖြေရှင်းသည့် ပင်လယ်နယ်နိမိတ် သတ်မှတ်ရေးဆိုင်ရာ အငြင်းပွားမှု,Burmese,နေပြည်တော်,၂၀၁၆,၂ ကြိမ်,,၃၃၃.၉၁,လက်ဆောင်,,A0615,P0418
B01426,နိုင်ငံတော်ငြိမ်ဝပ်ပိပြားမှုတည်ဆောက်ရေးအဖွဲ့သဘောထားရှင်းလင်းချက် မြန်မာ့နိုင်ငံရေးသမိုင်းကြောင်းနှင့် အမျိုးသားရေးဦးတည်ချက်,Burmese,ရန်ကုန်,၁၉၉၀,၁ ကြိမ်,,၃၂၀.၉၅၉၁,လက်ဆောင်,,A0616,P0419
B01427,ပင်လုံစာချုပ်ရှင်းတမ်း (လက်စွဲစာအုပ်),Burmese,ရန်ကုန်,၂၀၁၆,၁ ကြိမ်,,၃၄၁.၂,လက်‌ဆောင်,,A0617,P0420
B01428,မြန်မာနိုင်ငံ၏ သဘာဝသယံဇာတ,Burmese,ချင်းမိုင်,၂၀၁၇,၁ ကြိမ်,,၃၃၃.၇၂,လက်‌ဆောင်,,A0449,P0293
B01429,ငြိမ်းချမ်းရေးဖော်ဆောင်ဆဲဒေသ မြန်မာပြည်မြောက်ဖျား ရှမ်းမျိုးနွယ်စု လူမျိုးနှင့် နယ်မြေတိမ်မြုပ်သွားရခြင်း နှင့် KIA/ KIO (ကချင်) တို့သည် ကချင်ပြည်နယ်ကို ကိုယ်စားမပြုနိုင်ကြောင်း သုံးသပ်တင်ပြချက်,Burmese,မြစ်ကြီးနား,၂၀၁၆,၁ ကြိမ်,,,လက်ဆောင်,,A0618,P0421
B01430,အမျိုးသားဒီမိုကရေစီ အဖွဲ့ချုပ် သဘာပတိ အဖွဲ့ဝင် သတင်းစာဆရာ၊ စာရေးဆရာကြီး ဟံသာဝတီ ဦးဝင်းတင် (၁၉၃၀- ၂၀၁၄),Burmese,ရန်ကုန်,၂၀၁၄,၁ ကြိမ်,,,လက်ဆောင်,,A0619,P0422
B01431,အမျိုးသားမြေအသုံးချမှုမူဝါဒ,Burmese,နေပြည်တော်,၂၀၁၆,၁ ကြိမ်,,၃၃၃,လက်ဆောင်,,A0620,P0423
B01432,အမျိုးသားညီလာခံကျင်းပရေးကော်မရှင်မှတဆင့် အမျိုးသားညီလာခံသို့ တင်သွင်းအကြံပြုသည့်စာတမ်း,Burmese,ရန်ကုန်,၁၉၉၂,၁ ကြိမ််,,,လက်ဆောင်,,A0621,P0424
B01433,ကချင််ပြည်နယ်အတွင်း ဒေသခံသျှမ်းလူမျိုးတို့၏ လူ့အခွင့်အရေး ချိုးဖောက်ခံရမှု တင်ပြသည့်အစီရင်ခံစာ,Burmese,ရန်ကုန်,၂၀၁၅,၁ ကြိမ်,,,လက်ဆောင်,,A0621,P0421
B01434,တက္ကသိုလ်ဖွံ့ဖြိုးတိုးတက်ရေးဆောင်ရွက်မည့်လုပ်ငန်းစဉ်များ,Burmese,ရန်ကုန်,၂၀၁၉,၁ ကြိမ်,,,လက်ဆောင်,,A0622,P0425
B01435,ပြိုကွဲလွယ်သော ချည့်နဲ့အခြေအနေမှ ငြိမ်းချမ်းရေးနှင့် ဖွံ့ဖြိုးရေးသို့ ကွန်ဖရင့်အစီရင်ခံစာ,Burmese,ရန်ကုန်,၂၀၂၁,၁ ကြိမ်,၄၀၀၀,,လက်ဆောင်,,A0380,P0401
B01436,မြန်မာ့ဖက်ဒရယ်နှင့် ဒီမိုကရေစီအခြေခံမူများအပေါ်ဉပဒေပြုလွှတ်တော်ကိုယ်စားလှယ်များ၏ နားလည်သဘောပေါက်မှုအား ဆန်းစစ်လေ့လာချက်,Burmese,ရန်ကုန်,၂၀၂၀,,အခမဲ့,,,,A0439,P0236
B01437,အရပ်ဘက်အဖွဲ့အစည်း(CSOs)တွေက ဘယ်သူ့ကို ကိုယ်စားပြုသလဲ၊ ဘာကြောင့် ဂရုစိုက်သင့်သလဲ,Burmese,ရန်ကုန်,၂၀၁၈,၁ ကြိမ်,,,လက်ဆောင်,,A0005,P0007
B01438,တရုတ်-မြန်မာ စီးပွားရေးစင်္ကြလမ်းတလျှောက် ငြိမ်းချမ်းရေးကို ရှာဖွေခြင်း,Burmese,ရန်ကုန်,၂၀၁၉,၁ ကြိမ်,၂၀၀၀,,လက်ဆောင်,,A0380,P0007
B01439,တရုတ်-မြန်မာ စီးပွားရေးစင်္ကြလမ်းတလျှောက် ငြိမ်းချမ်းရေးကို ရှာဖွေခြင်း,Burmese,ရန်ကုန်,၂၀၁၉,၁ ကြိမ်,၂၀၀၀,,လက်ဆောင်,,A0380,P0007
B01440,သုတဓမ္မဒီပလိုမာ,Burmese,ရန်ကုန်,၂၀၂၂,,,,,,A0387,P0241
B01441,ပင်လုံစာာချုပ်ကို လက်မှတ်ရေးထိုးခဲ့ကြေသာ တိုင်းရင်းသားလူမျိုးများ၏ ပြည်ထောင်စုအပေါ် ဝေဖန်သုံးသပ်သည့် စာတမ်းများ (ငြိမ်းချမ်းစွာ အတူယှဉ်တွဲ နေထိုင်ရေးဝါဒမှသည် စစ်မှန်သောဖက်ဒရယ် ပြည်ထောင်စုစနစ်ဆီသို့,Burmese,ချင်းမိုင်,၂၀၀၂,၁ကြိမ်,,,,,A0623,P0426
B01442,IBEC ကို သိပါသလား,Burmese,ရန်ကုန်,၂၀--,၁ ကြိမ်,,,လက်ဆောင်,,A0602,P0407
B01443,ပြည်ထောင်စုငြိမ်းချမ်းရေးညီလာခံ (၂၁)ရာစု ပင်လုံ (ဒုတိယအစီးအဝေးမှတ်တမ်း),Burmese,နေပြည်တော်,၂၀၁၇,,,၃၄၁.၆၆,,,A0292,P0059
B01444,ပညာရှင်အသီးသီး၏ နိုင်ငံတော်ဖွံ့ဖြိုးတိုးတက်ရေး အကြံပြုချက်ပေါင်းချုပ် (အပိုင်း ၂ ),Burmese,ရန်ကုန်,၂၀၂၃,,,၃၃၀.၉၅၉,,,A0624,P0427
B01445,သံလွင်မြစ်ချိုင့်ဝှမ်းဒေသနှင့် မြန်မာ့အနာဂတ်,Burmese,ရန်ကုန်,၂၀၂၄,၁ကြိမ််,,၃၃၀.၉၅၉၁,,,A0624,P0427
B01446,တရုတ်-မြန်မာဆက်ဆံရေးအပေါ် မြန်မာ့မူဝါဒအသိုက်အဝန်း၏ သဘောထားအမြင်စစ်တမ်း,Burmese,ချင်းမိုင်,၂၀၂၅,,,၃၂၇.၅၁,,,A0380,P0236
B01447,ပညာရှင်အသီးသီး၏ နိုင်ငံတော်ဖွံ့ဖြိုးတိုးတက်ရေး အကြံပြုချက်ပေါင်းချုပ် (အပိုင်း ၁ ),Burmese,ရန်ကုန်,၂၀၂၃,,,၃၃၀.၉၅၉,,,A0624,P0427
B01448,ရွေးကောက်ပွဲ စီမံခန့်ခွဲမှုဒီဇိုင်း,Burmese,ဆွီဒင်,၂၀၁၇,,,၃၂၄.၆၀၉၅၉၁,,,A0625,P0428
B01449,မွန်ပြည်သစ်ပါတီနှင့် နဝတ (၁၉၉၅) အပစ်ရပ်ဆွေးနွေးပွဲမှတ်တမ်း,Burmese,,၂၀၂၅,,,၃၂၇.၇၁၀၉၅၉၁,,,A0626,P0429
B01450,ရှင်သန်နေဆဲ သမိုင်းဝိဉာဉ် အထောက်အထားသစ်များ (ပျူခေတ်),Burmese,ရန်ကုန်,၂၀၂၃,၁ကြိမ်,,၉၃၄.၈,,,A0627,P0430
B01451,အရိုင်းဗမာ,Burmese,,၂၀၂၃,,,၉၅၉.၁,,,A0628,
B01452,ဗုဒ္ဓဘုရားရှင်၏ မုဒြာများ,Burmese,ရန်ကုန်,၁၉၉၈,,,၂၉၄.၃,,,A0629,P0431
B01453,ကရင်နီအမျိုးသားသမိုင်း,Burmese,,၂၀၂၃,၁ကြိမ်,,၉၅၉.၁၀၄,,,A0630,
B01454,ဓလေ့သမိုင်းများ,Burmese,မန္တလေး,၂၀၂၀,၁ကြိမ်,,၃၉၀.၀၉၅၉၁,,,A0249,P0021
B01455,Profiles of Myanmar Personages,English,Yangon,2022,,Ks 8000,,Buy,,A0694,P0496
B01456,"A Manual for Writiers of Research papers, Theses and Dissertations",English,London,2007,,---,,Buy,,A0695,P0497
B01457,Buddhist Art and Architecture,English,Yangon,2019,,Ks 2500,,Buy,,A0661,P0463
B01458,"Civil Soicey, Peace, and Power",English,Maryland,2016,,---,,Buy,,A0696,P0498
B01459,A Modern Hisotry of Myanmar,English,Yangon,2021,,Ks 5000,,Buy,,A0661,P0463
B01460,Rethinking Social Inquiry (2nd edition),English,London,2010,,---,,Buy,,A0697,P0498
B01461,Designing Social Inquiry,English,New Jersey,1994,,---,,Buy,,A0698,P0499
B01462,Culture Shift (The battle for the moral heart of America),English,United States,2008,,---,,Buy,,A0699,P0500
B01463,OECD DAC Handbook on security system reform,English,Franch,2007,,---,,Buy,,A0700,P0501
B01464,Social Science (An introduction to the study of society)-forteenth edition,English,Boston,2011,,---,,Buy,,A0701,P0502
B01465,A Study in Power,English,United Kingdom,2022,,---,,Buy,,A0702,P0503
B01466,Public Spending in the 20th Century( A Global Perspective),English,United Kingdom,2000,,---,,Buy,,A0703,P0504
B01467,Through The Ruins,English,New York,2023,,---,,Buy,,A0704,P0505
B01468,"Climate Change, Food Security and Natural Resource Management",English,Switzerland,2019,,---,,Buy,,A0705,P0506
B01469,Understanding Public Policy (Thirteenth Edition),English,United States,2011,,---,,Buy,,A0706,P0507
B01470,Out with the Old and In with the New (Defecting to Myanmar's Spring Revolution),English,Yangon,2024,,---,,---,,A0707,P0508
B01471,Out with the Old and In with the New (Defecting to Myanmar's Spring Revolution),English,Yangon,2024,,---,,---,,A0707,P0508
B01472,Out with the Old and In with the New (Defecting to Myanmar's Spring Revolution),English,Yangon,2024,,---,,---,,A0707,P0508
B01473,Out with the Old and In with the New (Defecting to Myanmar's Spring Revolution),English,Yangon,2024,,---,,---,,A0707,P0508
B01474,Out with the Old and In with the New (Defecting to Myanmar's Spring Revolution),English,Yangon,2024,,---,,---,,A0707,P0508
B01475,Politics In China (An Introduction),English,New York,2010,,---,,Buy,,A0708,P0509
B01476,Nations States and Violence,English,New York,2007,,---,,Buy,,A0709,P0509
B01477,Fragile Democracies (The Legacies of Authoritarian Rule),English,London,1995,,---,,Buy,,A0710,P0510
B01478,Security integration in conflict-affected societies (Considerations for Myanmar),English,United Kingdom,2018,,---,,Buy,,A0711,P0264
B01479,Democratising Myanmar's security sector (Enduring legacies and a long road ahead),English,United Kingdom,2019,,---,,Buy,,A0712,P0264
B01480,Understanding Contemporary (Asia Pacific),English,United States,2007,,---,,Buy,,A0713,P0512
B01481,The True Cost of Conflict,English,New York,1994,,---,,Buy,,A0714,P0513
B01482,"Foreign Affairs (The Middle East Moves On, In Search of a Post-American Order) -Volume 101, Number -2",English,New York,2022,,---,,Buy,,A0715,P0514
B01483,Myanmar-English Dictionary of Ancient Myanmar Historical Terms,English,Yangon,2016,,Ks 8000,,Buy,,A0716,P0515
B01484,"A Man Like Him (Portrait of the Burmese Journalist, Journal Kyaw U Chit Maung)",English,New York,2008,,---,,Buy,,A0717,P0516
B01485,Selected Writings of Dr.Yi Yi,English,Yangon,2014,,---,,Buy,,A0718,P0515
B01486,The Death of the Organization Man,English,New York,1990,,---,,Buy,,A0719,P0517
B01487,Myanmar Economic,English,Yangon,2018,,---,,Buy,,A0720,P0518
B01488,"Powerpoint Presentations That Sell Winning Slides That Get Results, Easy Techniques for Persuasive Designs, Every Page a Sample Layout",English,United States,2009,,---,,Buy,,A0721,P0519
B01489,"Asking Questions (The Definitive Guide to Questionnaries Design for Market Research, Political Polls, and Social and Health Questionnaries) -Revised Edition",English,San Francisco,2004,,---,,Buy,,A0722,P0520
B01490,Selected Poverty Relevant Indicators,English,Yangon,2011,,---,,---,,A0723,P0521
B01491,Communique,English,"Buenos Aires, Argentina",2018,,---,,---,,A0724,P0522
B01492,Myanmar's Key Stakeholders and their Perceptions of Sino-Myanmar Relations A Survey - 2023,English,Chiang Mai,2024,,---,,---,,A0725,P0523
B01493,Myanmar's Key Stakeholders and their Perceptions of Sino-Myanmar Relations A Survey - 2024,English,Chiang Mai,2024,,---,,---,,A0725,P0523
B01494,A Miscellany of Inscriptions,English,Yangon,2016,,---,,Buy,,A0661,P0515
B01495,Research Methods In The Social Sciences (sixth edition),English,New York,2000,,---,,---,,A0726,P0524
B01496,Doing Comparative Politics (An Introduction to Approaches & Issues) - second edition,English,London,2010,,---,,Buy,,A0727,P0512
B01497,The Conduct of Inquiry Methodology for Behavioral Science,English,London,1998,,---,,Buy,,A0728,P0525
B01498,Multilateralism In A Changing World Order,English,Singapore,2018,,---,,Buy,,A0729,P0391
B01499,Political Legitimacy in Southeast Asia (The Quest for Moral Authority),English,Calafornia,1995,,---,,Buy,,A0730,P0527
B01500,Short Stories English (Read for pleasure at your level and learn English the fun way),English,United Kingdom,2019,,---,,Buy,,A0731,P0528
B01501,"Legitimating The Illegitimate (State, Markets, and Resistance In South Africa)",English,Calafornia,1945,,---,,Buy,,A0732,P0529
B01502,Foreign Affairs (China Now),English,New York,2015,,---,,Buy,,A0733,P0530
B01503,Political Science Research In Practice,English,New York,2013,,---,,Buy,,A0734,P0531
B01504,Foreign Affairs (The Middle East Moves On In Search of a Post-American Order),English,New York,2022,,---,,Buy,,A0715,P0530
B01505,"Foreign Affairs (Come Home, America?)",English,New York,2020,,---,,Buy,,A0735,P0530
B01506,Foreign Affairs (The Future of Capitalism),English,New York,2020,,---,,Buy,,A0735,P0530
B01507,Foreign Affairs (The World After the War),English,New York,2022,,---,,Buy,,A0715,P0530
B01508,Foreign Affairs (The Age of Uncertainty),English,New York,2022,,---,,Buy,,A0715,P0530
B01509,Foreign Affairs (Digital Disorder War and Peace in the Cyber Age),English,New York,2022,,---,,Buy,,A0715,P0530
B01510,"Foreign Affairs (Decline and Fall, Can America Ever Lead Again?)",English,New York,2021,,---,,Buy,,A0736,P0530
B01511,Visual Thinking,English,The Natherlands,2017,,---,,Buy,,A0737,P0532
B01512,The Future of Security Sector Reform,English,Canada,2010,,---,,Buy,,A0738,P0533
B01513,"The SAGE Handbook of Political Science-Volume 1, Part 1",English,---,2020,,---,,Buy,,A0739,P0534
B01514,The Oxford Handbook of TRUTH,English,United Kingdom,2018,,---,,Buy,,A0740,P0509
B01515,Information Ecosystem Assessment of Myanmar's Peace Process Stakeholders,English,Yangon,2019,,---,,Buy,,A0741,P0535
B01516,Citizens' Mid-Term Perceptions of Government Performance,English,Yangon,2018,,---,,---,,A0742,P0536
B01517,The Nationwide Ceasefire Agreement in Myanmar (Promoting Ethnic Peace or Strengthening State Control?),English,The Natherlands,2023,,---,,---,,A0743,P0216
B01518,Essays In Commemoration of The Golden Jubilee of The Myanmar Historical Commission,English,Yangon,2005,,---,,Buy,,A0744,P0538
B01519,"Clarification by National Convention Convening Work Committe Chairman U Aung Toe on prescribing of self-administered divisions and self-administered zones and chapters on legislation, the executive and judiciary (2-9-94)",English,Yangon,1994,,---,,Buy,,A0745,P0539
B01520,NonState Warfare,English,New Jersey,2021,,---,,Buy,,A0746,P0499
B01521,Analysing and Managing the Political Dynamics of Sector Reforms: A Sourcebook on Sector-level Political Economy Approaches,English,London,2009,,---,,Buy,,A0747,P0540
B01522,Shades of Federalism,English,Yangon,2018,,---,,---,,A0748,P0541
